prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
1,gpt-4.1,in-front-left,right,0,high,5.76,5
2,gpt-4.1,in-front-left,incorrect prompt,0,high,1.39,5
3,gpt-4.1,in-front-left,left,0,high,6.08,5
4,gpt-4.1,in-front-left,incorrect prompt,0,high,1.27,5
5,gpt-4.1,in-front-left,right,0,high,5.80,5
6,gpt-4.1,in-front-left,in-front,0,high,4.20,5
7,gpt-4.1,in-front-left,left,0,high,5.56,5
8,gpt-4.1,in-front-left,incorrect prompt,0,high,2.79,5
9,gpt-4.1,in-front-left,right,0,high,3.68,5
10,gpt-4.1,in-front-left,right,0,high,5.47,5
11,gpt-4.1,in-front-left,left,0,high,2.99,5
12,gpt-4.1,in-front-left,left,0,high,4.41,5
13,gpt-4.1,in-front-left,incorrect prompt,0,high,3.87,5
14,gpt-4.1,in-front-left,left,0,high,3.68,5
15,gpt-4.1,in-front-left,right,0,high,11.82,5
16,gpt-4.1,in-front-left,incorrect prompt,0,high,1.67,5
17,gpt-4.1,in-front-left,right,0,high,3.35,5
18,gpt-4.1,in-front-left,left,0,high,3.07,5
19,gpt-4.1,in-front-left,left,0,high,6.35,5
20,gpt-4.1,in-front-left,incorrect prompt,0,high,5.63,5
21,gpt-4.1,in-front-left,behind,0,high,3.26,5
22,gpt-4.1,in-front-left,right,0,high,5.34,5
23,gpt-4.1,in-front-left,right,0,high,5.33,5
24,gpt-4.1,in-front-left,behind,0,high,4.26,5
25,gpt-4.1,in-front-left,left,0,high,3.21,5
26,gpt-4.1,in-front-left,right,0,high,8.81,5
27,gpt-4.1,in-front-left,right,0,high,7.12,5
28,gpt-4.1,in-front-left,left,0,high,4.40,5
29,gpt-4.1,in-front-left,left,0,high,5.41,5
30,gpt-4.1,in-front-left,right,0,high,2.35,5
31,gpt-4.1,in-front-left,right,0,high,4.24,5
32,gpt-4.1,in-front-left,left,0,high,3.15,5
33,gpt-4.1,in-front-left,incorrect prompt,0,high,1.08,5
34,gpt-4.1,in-front-left,left,0,high,3.59,5
35,gpt-4.1,in-front-left,behind,0,high,6.60,5
36,gpt-4.1,in-front-left,right,0,high,4.26,5
37,gpt-4.1,in-front-left,right,0,high,3.48,5
38,gpt-4.1,in-front-left,right,0,high,4.53,5
39,gpt-4.1,in-front-left,incorrect prompt,0,high,0.39,5
40,gpt-4.1,in-front-left,incorrect prompt,0,high,2.32,5
41,gpt-4.1,in-front-left,right,0,high,10.95,5
42,gpt-4.1,in-front-left,right,0,high,4.72,5
43,gpt-4.1,in-front-left,right,0,high,7.82,5
44,gpt-4.1,in-front-left,right,0,high,4.06,5
45,gpt-4.1,in-front-left,incorrect prompt,0,high,3.14,5
46,gpt-4.1,in-front-left,incorrect prompt,0,high,2.25,5
47,gpt-4.1,in-front-left,incorrect prompt,0,high,2.82,5
48,gpt-4.1,in-front-left,left,0,high,4.17,5
49,gpt-4.1,in-front-left,behind,0,high,6.26,5
50,gpt-4.1,in-front-left,incorrect prompt,0,high,1.91,5
51,gpt-4.1,right,left,0,high,7.90,5
52,gpt-4.1,right,right,1,high,5.66,5
53,gpt-4.1,right,right,1,high,7.17,5
54,gpt-4.1,right,right,1,high,3.21,5
55,gpt-4.1,right,incorrect prompt,0,high,1.36,5
56,gpt-4.1,right,incorrect prompt,0,high,1.88,5
57,gpt-4.1,right,incorrect prompt,0,high,2.05,5
58,gpt-4.1,right,right,1,high,5.46,5
59,gpt-4.1,right,incorrect prompt,0,high,2.43,5
60,gpt-4.1,right,left,0,high,6.13,5
61,gpt-4.1,right,incorrect prompt,0,high,0.41,5
62,gpt-4.1,right,left,0,high,6.89,5
63,gpt-4.1,right,left,0,high,4.43,5
64,gpt-4.1,right,right,1,high,5.97,5
65,gpt-4.1,right,right,1,high,5.10,5
66,gpt-4.1,right,right,1,high,3.89,5
67,gpt-4.1,right,left,0,high,4.35,5
68,gpt-4.1,right,incorrect prompt,0,high,2.26,5
69,gpt-4.1,right,left,0,high,7.61,5
70,gpt-4.1,right,right,1,high,3.92,5
71,gpt-4.1,right,incorrect prompt,0,high,1.83,5
72,gpt-4.1,right,right,1,high,2.77,5
73,gpt-4.1,right,incorrect prompt,0,high,2.44,5
74,gpt-4.1,right,incorrect prompt,0,high,2.68,5
75,gpt-4.1,right,incorrect prompt,0,high,3.20,5
76,gpt-4.1,right,right,1,high,2.23,5
77,gpt-4.1,right,incorrect prompt,0,high,2.80,5
78,gpt-4.1,right,left,0,high,6.86,5
79,gpt-4.1,right,in-front,0,high,4.57,5
80,gpt-4.1,right,right,1,high,5.06,5
81,gpt-4.1,right,right,1,high,4.59,5
82,gpt-4.1,right,incorrect prompt,0,high,5.02,5
83,gpt-4.1,right,right,1,high,6.29,5
84,gpt-4.1,right,incorrect prompt,0,high,4.54,5
85,gpt-4.1,right,left,0,high,2.99,5
86,gpt-4.1,right,right,1,high,3.69,5
87,gpt-4.1,right,in-front,0,high,4.12,5
88,gpt-4.1,right,behind,0,high,7.99,5
89,gpt-4.1,right,incorrect prompt,0,high,3.52,5
90,gpt-4.1,right,incorrect prompt,0,high,2.36,5
91,gpt-4.1,right,incorrect prompt,0,high,3.00,5
92,gpt-4.1,right,left,0,high,2.95,5
93,gpt-4.1,right,left,0,high,2.56,5
94,gpt-4.1,right,left,0,high,3.06,5
95,gpt-4.1,right,left,0,high,4.88,5
96,gpt-4.1,right,incorrect prompt,0,high,1.40,5
97,gpt-4.1,right,in-front,0,high,4.99,5
98,gpt-4.1,right,right,1,high,2.82,5
99,gpt-4.1,right,behind,0,high,7.10,5
100,gpt-4.1,right,left,0,high,6.97,5
101,gpt-4.1,behind-left,left,0,high,5.73,5
102,gpt-4.1,behind-left,incorrect prompt,0,high,2.01,5
103,gpt-4.1,behind-left,right,0,high,3.35,5
104,gpt-4.1,behind-left,incorrect prompt,0,high,1.53,5
105,gpt-4.1,behind-left,left,0,high,3.21,5
106,gpt-4.1,behind-left,behind,0,high,4.62,5
107,gpt-4.1,behind-left,incorrect prompt,0,high,1.19,5
108,gpt-4.1,behind-left,left,0,high,4.77,5
109,gpt-4.1,behind-left,incorrect prompt,0,high,2.73,5
110,gpt-4.1,behind-left,left,0,high,5.31,5
111,gpt-4.1,behind-left,right,0,high,3.90,5
112,gpt-4.1,behind-left,incorrect prompt,0,high,2.71,5
113,gpt-4.1,behind-left,incorrect prompt,0,high,2.97,5
114,gpt-4.1,behind-left,incorrect prompt,0,high,0.42,5
115,gpt-4.1,behind-left,left,0,high,3.78,5
116,gpt-4.1,behind-left,incorrect prompt,0,high,4.01,5
117,gpt-4.1,behind-left,left,0,high,4.63,5
118,gpt-4.1,behind-left,right,0,high,5.54,5
119,gpt-4.1,behind-left,left,0,high,4.28,5
120,gpt-4.1,behind-left,right,0,high,7.75,5
121,gpt-4.1,behind-left,left,0,high,3.82,5
122,gpt-4.1,behind-left,incorrect prompt,0,high,1.90,5
123,gpt-4.1,behind-left,incorrect prompt,0,high,1.29,5
124,gpt-4.1,behind-left,right,0,high,4.40,5
125,gpt-4.1,behind-left,right,0,high,3.24,5
126,gpt-4.1,behind-left,incorrect prompt,0,high,4.13,5
127,gpt-4.1,behind-left,left,0,high,3.89,5
128,gpt-4.1,behind-left,incorrect prompt,0,high,2.87,5
129,gpt-4.1,behind-left,left,0,high,8.54,5
130,gpt-4.1,behind-left,right,0,high,5.54,5
131,gpt-4.1,behind-left,right,0,high,4.90,5
132,gpt-4.1,behind-left,incorrect prompt,0,high,4.21,5
133,gpt-4.1,behind-left,right,0,high,5.63,5
134,gpt-4.1,behind-left,left,0,high,3.92,5
135,gpt-4.1,behind-left,right,0,high,5.91,5
136,gpt-4.1,behind-left,left,0,high,5.95,5
137,gpt-4.1,behind-left,left,0,high,4.12,5
138,gpt-4.1,behind-left,right,0,high,5.79,5
139,gpt-4.1,behind-left,incorrect prompt,0,high,2.01,5
140,gpt-4.1,behind-left,incorrect prompt,0,high,1.88,5
141,gpt-4.1,behind-left,right,0,high,8.15,5
142,gpt-4.1,behind-left,right,0,high,6.51,5
143,gpt-4.1,behind-left,left,0,high,5.88,5
144,gpt-4.1,behind-left,right,0,high,3.83,5
145,gpt-4.1,behind-left,right,0,high,7.00,5
146,gpt-4.1,behind-left,right,0,high,5.33,5
147,gpt-4.1,behind-left,left,0,high,3.54,5
148,gpt-4.1,behind-left,left,0,high,4.12,5
149,gpt-4.1,behind-left,right,0,high,4.00,5
150,gpt-4.1,behind-left,left,0,high,4.41,5
151,gpt-4.1,behind-right,left,0,high,4.06,5
152,gpt-4.1,behind-right,right,0,high,5.58,5
153,gpt-4.1,behind-right,left,0,high,5.78,5
154,gpt-4.1,behind-right,right,0,high,7.98,5
155,gpt-4.1,behind-right,right,0,high,3.99,5
156,gpt-4.1,behind-right,incorrect prompt,0,high,2.66,5
157,gpt-4.1,behind-right,left,0,high,5.33,5
158,gpt-4.1,behind-right,incorrect prompt,0,high,1.09,5
159,gpt-4.1,behind-right,incorrect prompt,0,high,2.86,5
160,gpt-4.1,behind-right,incorrect prompt,0,high,2.25,5
161,gpt-4.1,behind-right,left,0,high,3.07,5
162,gpt-4.1,behind-right,right,0,high,5.42,5
163,gpt-4.1,behind-right,incorrect prompt,0,high,1.58,5
164,gpt-4.1,behind-right,right,0,high,4.31,5
165,gpt-4.1,behind-right,right,0,high,4.43,5
166,gpt-4.1,behind-right,right,0,high,4.89,5
167,gpt-4.1,behind-right,incorrect prompt,0,high,1.45,5
168,gpt-4.1,behind-right,right,0,high,4.92,5
169,gpt-4.1,behind-right,incorrect prompt,0,high,3.22,5
170,gpt-4.1,behind-right,left,0,high,3.18,5
171,gpt-4.1,behind-right,incorrect prompt,0,high,1.86,5
172,gpt-4.1,behind-right,incorrect prompt,0,high,3.32,5
173,gpt-4.1,behind-right,left,0,high,3.89,5
174,gpt-4.1,behind-right,left,0,high,1.75,5
175,gpt-4.1,behind-right,incorrect prompt,0,high,5.13,5
176,gpt-4.1,behind-right,left,0,high,3.73,5
177,gpt-4.1,behind-right,right,0,high,3.66,5
178,gpt-4.1,behind-right,incorrect prompt,0,high,2.38,5
179,gpt-4.1,behind-right,left,0,high,5.20,5
180,gpt-4.1,behind-right,right,0,high,4.47,5
181,gpt-4.1,behind-right,right,0,high,3.89,5
182,gpt-4.1,behind-right,right,0,high,4.83,5
183,gpt-4.1,behind-right,right,0,high,6.28,5
184,gpt-4.1,behind-right,right,0,high,4.35,5
185,gpt-4.1,behind-right,left,0,high,4.46,5
186,gpt-4.1,behind-right,incorrect prompt,0,high,2.10,5
187,gpt-4.1,behind-right,right,0,high,3.23,5
