prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
1,deepSeek-v3,behind,right,0,high,6.46,5
2,deepSeek-v3,behind,incorrect prompt,0,high,13.02,5
3,deepSeek-v3,behind,left,0,high,15.99,5
4,deepSeek-v3,behind,left,0,high,16.07,5
5,deepSeek-v3,behind,right,0,high,30.75,5
6,deepSeek-v3,behind,right,0,high,18.30,5
7,deepSeek-v3,behind,left,0,high,16.06,5
8,deepSeek-v3,behind,left,0,high,25.19,5
9,deepSeek-v3,behind,left,0,high,24.34,5
10,deepSeek-v3,behind,behind,1,high,10.50,5
11,deepSeek-v3,behind,behind,1,high,7.48,5
12,deepSeek-v3,behind,left,0,high,20.95,5
13,deepSeek-v3,behind,left,0,high,7.31,5
14,deepSeek-v3,behind,incorrect prompt,0,high,9.43,5
15,deepSeek-v3,behind,right,0,high,7.74,5
16,deepSeek-v3,behind,incorrect prompt,0,high,5.60,5
17,deepSeek-v3,behind,right,0,high,15.96,5
18,deepSeek-v3,behind,incorrect prompt,0,high,13.21,5
19,deepSeek-v3,behind,incorrect prompt,0,high,23.24,5
20,deepSeek-v3,behind,right,0,high,22.02,5
21,deepSeek-v3,in-front,behind,0,high,16.59,5
22,deepSeek-v3,in-front,incorrect prompt,0,high,20.91,5
23,deepSeek-v3,in-front,incorrect prompt,0,high,5.02,5
24,deepSeek-v3,in-front,left,0,high,13.64,5
25,deepSeek-v3,in-front,right,0,high,20.05,5
26,deepSeek-v3,in-front,incorrect prompt,0,high,21.12,5
27,deepSeek-v3,in-front,right,0,high,13.10,5
28,deepSeek-v3,in-front,incorrect prompt,0,high,15.35,5
29,deepSeek-v3,in-front,incorrect prompt,0,high,4.48,5
30,deepSeek-v3,in-front,right,0,high,24.49,5
31,deepSeek-v3,in-front,incorrect prompt,0,high,8.29,5
32,deepSeek-v3,in-front,right,0,high,16.28,5
33,deepSeek-v3,in-front,right,0,high,7.69,5
34,deepSeek-v3,in-front,in-front,1,high,8.80,5
35,deepSeek-v3,in-front,incorrect prompt,0,high,9.42,5
36,deepSeek-v3,in-front,left,0,high,41.18,5
37,deepSeek-v3,in-front,incorrect prompt,0,high,19.45,5
38,deepSeek-v3,in-front,right,0,high,12.02,5
39,deepSeek-v3,in-front,incorrect prompt,0,high,5.22,5
40,deepSeek-v3,in-front,left,0,high,11.33,5
41,deepSeek-v3,left,incorrect prompt,0,high,9.34,5
42,deepSeek-v3,left,right,0,high,9.30,5
43,deepSeek-v3,left,incorrect prompt,0,high,6.99,5
44,deepSeek-v3,left,incorrect prompt,0,high,28.03,5
45,deepSeek-v3,left,right,0,high,36.07,5
46,deepSeek-v3,left,right,0,high,13.01,5
47,deepSeek-v3,left,incorrect prompt,0,high,5.70,5
48,deepSeek-v3,left,incorrect prompt,0,high,7.69,5
49,deepSeek-v3,left,left,1,high,12.99,5
50,deepSeek-v3,left,left,1,high,16.00,5
51,deepSeek-v3,left,right,0,high,62.67,5
52,deepSeek-v3,left,incorrect prompt,0,high,32.17,5
53,deepSeek-v3,left,incorrect prompt,0,high,4.94,5
54,deepSeek-v3,left,left,1,high,11.28,5
55,deepSeek-v3,left,incorrect prompt,0,high,17.24,5
56,deepSeek-v3,left,left,1,high,19.76,5
57,deepSeek-v3,left,left,1,high,12.49,5
58,deepSeek-v3,left,right,0,high,25.92,5
59,deepSeek-v3,left,right,0,high,7.22,5
60,deepSeek-v3,left,left,1,high,5.69,5
