prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
1,o4-mini,behind,behind,1,high,4.27,5
2,o4-mini,behind,behind,1,high,26.57,5
3,o4-mini,behind,behind,1,high,22.59,5
4,o4-mini,behind,behind,1,high,12.37,5
5,o4-mini,behind,behind,1,high,14.55,5
6,o4-mini,behind,behind,1,high,12.70,5
7,o4-mini,behind,behind,1,high,16.87,5
8,o4-mini,behind,behind,1,high,22.01,5
9,o4-mini,behind,behind,1,high,27.64,5
10,o4-mini,behind,behind,1,high,17.06,5
11,o4-mini,behind,behind,1,high,9.41,5
12,o4-mini,behind,behind,1,high,5.54,5
13,o4-mini,behind,behind,1,high,8.80,5
14,o4-mini,behind,behind,1,high,12.51,5
15,o4-mini,behind,behind,1,high,11.66,5
16,o4-mini,behind,behind,1,high,13.55,5
17,o4-mini,behind,behind,1,high,12.08,5
18,o4-mini,behind,behind,1,high,18.92,5
19,o4-mini,behind,behind,1,high,41.91,5
20,o4-mini,behind,right,0,high,32.99,5
21,o4-mini,in-front,in-front,1,high,37.54,5
22,o4-mini,in-front,in-front,1,high,30.54,5
23,o4-mini,in-front,in-front,1,high,12.20,5
24,o4-mini,in-front,in-front,1,high,15.12,5
25,o4-mini,in-front,in-front,1,high,8.59,5
26,o4-mini,in-front,incorrect prompt,0,high,23.94,5
27,o4-mini,in-front,in-front,1,high,14.22,5
28,o4-mini,in-front,in-front,1,high,38.53,5
29,o4-mini,in-front,in-front,1,high,24.57,5
30,o4-mini,in-front,in-front,1,high,9.06,5
31,o4-mini,in-front,in-front,1,high,16.12,5
32,o4-mini,in-front,in-front,1,high,21.35,5
33,o4-mini,in-front,in-front,1,high,12.33,5
34,o4-mini,in-front,in-front,1,high,5.59,5
35,o4-mini,in-front,in-front,1,high,13.19,5
36,o4-mini,in-front,in-front,1,high,53.00,5
37,o4-mini,in-front,in-front,1,high,17.90,5
38,o4-mini,in-front,in-front,1,high,9.30,5
39,o4-mini,in-front,in-front,1,high,17.52,5
40,o4-mini,in-front,in-front,1,high,10.86,5
41,o4-mini,left,left,1,high,27.17,5
42,o4-mini,left,left,1,high,10.21,5
43,o4-mini,left,left,1,high,30.32,5
44,o4-mini,left,left,1,high,20.98,5
45,o4-mini,left,left,1,high,19.76,5
46,o4-mini,left,left,1,high,13.56,5
47,o4-mini,left,in-front,0,high,8.43,5
48,o4-mini,left,left,1,high,21.39,5
49,o4-mini,left,left,1,high,23.39,5
50,o4-mini,left,left,1,high,15.09,5
51,o4-mini,left,left,1,high,13.37,5
52,o4-mini,left,incorrect prompt,0,high,31.68,5
53,o4-mini,left,incorrect prompt,0,high,5.95,5
