prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
1,gpt-4.1-mini,behind,right,0,high,2.33,5
2,gpt-4.1-mini,behind,incorrect prompt,0,high,3.79,5
3,gpt-4.1-mini,behind,left,0,high,6.74,5
4,gpt-4.1-mini,behind,left,0,high,3.81,5
5,gpt-4.1-mini,behind,left,0,high,7.42,5
6,gpt-4.1-mini,behind,right,0,high,5.52,5
7,gpt-4.1-mini,behind,left,0,high,5.22,5
8,gpt-4.1-mini,behind,left,0,high,9.04,5
9,gpt-4.1-mini,behind,left,0,high,8.45,5
10,gpt-4.1-mini,behind,behind,1,high,3.46,5
11,gpt-4.1-mini,behind,incorrect prompt,0,high,1.48,5
12,gpt-4.1-mini,behind,left,0,high,1.71,5
13,gpt-4.1-mini,behind,left,0,high,1.68,5
14,gpt-4.1-mini,behind,left,0,high,5.35,5
15,gpt-4.1-mini,behind,right,0,high,3.00,5
16,gpt-4.1-mini,behind,incorrect prompt,0,high,1.82,5
17,gpt-4.1-mini,behind,left,0,high,3.61,5
18,gpt-4.1-mini,behind,right,0,high,6.25,5
19,gpt-4.1-mini,behind,incorrect prompt,0,high,4.78,5
20,gpt-4.1-mini,behind,left,0,high,4.17,5
21,gpt-4.1-mini,in-front,behind,0,high,23.37,5
22,gpt-4.1-mini,in-front,incorrect prompt,0,high,5.11,5
23,gpt-4.1-mini,in-front,right,0,high,9.69,5
24,gpt-4.1-mini,in-front,left,0,high,7.42,5
25,gpt-4.1-mini,in-front,left,0,high,4.02,5
26,gpt-4.1-mini,in-front,incorrect prompt,0,high,6.14,5
27,gpt-4.1-mini,in-front,right,0,high,4.58,5
28,gpt-4.1-mini,in-front,incorrect prompt,0,high,4.16,5
29,gpt-4.1-mini,in-front,incorrect prompt,0,high,1.48,5
30,gpt-4.1-mini,in-front,right,0,high,3.56,5
31,gpt-4.1-mini,in-front,incorrect prompt,0,high,1.84,5
32,gpt-4.1-mini,in-front,right,0,high,4.47,5
33,gpt-4.1-mini,in-front,right,0,high,6.16,5
34,gpt-4.1-mini,in-front,left,0,high,2.99,5
35,gpt-4.1-mini,in-front,incorrect prompt,0,high,1.94,5
36,gpt-4.1-mini,in-front,incorrect prompt,0,high,1.74,5
37,gpt-4.1-mini,in-front,right,0,high,3.59,5
38,gpt-4.1-mini,in-front,right,0,high,3.76,5
39,gpt-4.1-mini,in-front,right,0,high,7.13,5
40,gpt-4.1-mini,in-front,left,0,high,2.90,5
41,gpt-4.1-mini,left,incorrect prompt,0,high,1.99,5
42,gpt-4.1-mini,left,right,0,high,2.86,5
43,gpt-4.1-mini,left,incorrect prompt,0,high,5.89,5
44,gpt-4.1-mini,left,incorrect prompt,0,high,5.69,5
45,gpt-4.1-mini,left,left,1,high,5.92,5
46,gpt-4.1-mini,left,right,0,high,9.27,5
47,gpt-4.1-mini,left,incorrect prompt,0,high,4.15,5
48,gpt-4.1-mini,left,in-front,0,high,8.03,5
49,gpt-4.1-mini,left,left,1,high,11.36,5
50,gpt-4.1-mini,left,left,1,high,8.71,5
51,gpt-4.1-mini,left,right,0,high,6.58,5
52,gpt-4.1-mini,left,incorrect prompt,0,high,6.40,5
53,gpt-4.1-mini,left,incorrect prompt,0,high,3.92,5
54,gpt-4.1-mini,left,behind,0,high,8.22,5
55,gpt-4.1-mini,left,left,1,high,4.89,5
56,gpt-4.1-mini,left,left,1,high,6.38,5
57,gpt-4.1-mini,left,left,1,high,22.49,5
58,gpt-4.1-mini,left,incorrect prompt,0,high,5.01,5
59,gpt-4.1-mini,left,right,0,high,2.22,5
60,gpt-4.1-mini,left,left,1,high,2.25,5
61,gpt-4.1-mini,in-front-right,right,0,high,4.34,5
62,gpt-4.1-mini,in-front-right,incorrect prompt,0,high,3.36,5
63,gpt-4.1-mini,in-front-right,left,0,high,7.93,5
64,gpt-4.1-mini,in-front-right,left,0,high,4.20,5
65,gpt-4.1-mini,in-front-right,left,0,high,7.79,5
66,gpt-4.1-mini,in-front-right,incorrect prompt,0,high,8.98,5
67,gpt-4.1-mini,in-front-right,right,0,high,7.80,5
68,gpt-4.1-mini,in-front-right,right,0,high,8.40,5
69,gpt-4.1-mini,in-front-right,left,0,high,6.15,5
70,gpt-4.1-mini,in-front-right,left,0,high,5.44,5
71,gpt-4.1-mini,in-front-right,incorrect prompt,0,high,2.31,5
72,gpt-4.1-mini,in-front-right,left,0,high,22.58,5
73,gpt-4.1-mini,in-front-right,left,0,high,7.27,5
74,gpt-4.1-mini,in-front-right,incorrect prompt,0,high,2.31,5
75,gpt-4.1-mini,in-front-right,right,0,high,4.42,5
76,gpt-4.1-mini,in-front-right,left,0,high,4.11,5
77,gpt-4.1-mini,in-front-right,left,0,high,5.54,5
78,gpt-4.1-mini,in-front-right,right,0,high,9.85,5
79,gpt-4.1-mini,in-front-right,left,0,high,6.34,5
80,gpt-4.1-mini,in-front-right,left,0,high,4.77,5
81,gpt-4.1-mini,behind-right,left,0,high,3.90,5
82,gpt-4.1-mini,behind-right,incorrect prompt,0,high,1.66,5
83,gpt-4.1-mini,behind-right,incorrect prompt,0,high,3.13,5
84,gpt-4.1-mini,behind-right,left,0,high,3.47,5
85,gpt-4.1-mini,behind-right,incorrect prompt,0,high,1.40,5
86,gpt-4.1-mini,behind-right,left,0,high,5.53,5
87,gpt-4.1-mini,behind-right,behind,0,high,3.99,5
88,gpt-4.1-mini,behind-right,incorrect prompt,0,high,2.20,5
89,gpt-4.1-mini,behind-right,right,0,high,2.87,5
90,gpt-4.1-mini,behind-right,incorrect prompt,0,high,6.70,5
91,gpt-4.1-mini,behind-right,incorrect prompt,0,high,1.81,5
92,gpt-4.1-mini,behind-right,right,0,high,3.53,5
93,gpt-4.1-mini,behind-right,right,0,high,6.01,5
94,gpt-4.1-mini,behind-right,right,0,high,4.23,5
95,gpt-4.1-mini,behind-right,left,0,high,4.07,5
96,gpt-4.1-mini,behind-right,left,0,high,4.30,5
97,gpt-4.1-mini,behind-right,left,0,high,2.96,5
98,gpt-4.1-mini,behind-right,right,0,high,7.73,5
99,gpt-4.1-mini,behind-right,right,0,high,3.82,5
100,gpt-4.1-mini,behind-right,left,0,high,3.94,5
101,gpt-4.1-mini,behind-left,left,0,high,6.51,5
102,gpt-4.1-mini,behind-left,right,0,high,6.11,5
103,gpt-4.1-mini,behind-left,incorrect prompt,0,high,3.18,5
104,gpt-4.1-mini,behind-left,incorrect prompt,0,high,3.03,5
105,gpt-4.1-mini,behind-left,left,0,high,8.95,5
106,gpt-4.1-mini,behind-left,left,0,high,4.55,5
107,gpt-4.1-mini,behind-left,right,0,high,3.00,5
108,gpt-4.1-mini,behind-left,incorrect prompt,0,high,3.22,5
109,gpt-4.1-mini,behind-left,left,0,high,5.61,5
110,gpt-4.1-mini,behind-left,incorrect prompt,0,high,3.93,5
111,gpt-4.1-mini,behind-left,left,0,high,6.84,5
112,gpt-4.1-mini,behind-left,right,0,high,7.42,5
113,gpt-4.1-mini,behind-left,right,0,high,4.79,5
114,gpt-4.1-mini,behind-left,left,0,high,3.86,5
115,gpt-4.1-mini,behind-left,left,0,high,5.52,5
116,gpt-4.1-mini,behind-left,incorrect prompt,0,high,4.52,5
117,gpt-4.1-mini,behind-left,left,0,high,3.37,5
118,gpt-4.1-mini,behind-left,right,0,high,7.56,5
119,gpt-4.1-mini,behind-left,right,0,high,4.97,5
120,gpt-4.1-mini,behind-left,right,0,high,4.77,5
121,gpt-4.1-mini,right,incorrect prompt,0,high,2.32,5
122,gpt-4.1-mini,right,right,1,high,7.67,5
123,gpt-4.1-mini,right,incorrect prompt,0,high,3.09,5
124,gpt-4.1-mini,right,left,0,high,5.76,5
125,gpt-4.1-mini,right,left,0,high,3.11,5
126,gpt-4.1-mini,right,right,1,high,3.68,5
127,gpt-4.1-mini,right,left,0,high,4.89,5
128,gpt-4.1-mini,right,incorrect prompt,0,high,3.54,5
129,gpt-4.1-mini,right,right,1,high,3.93,5
130,gpt-4.1-mini,right,left,0,high,4.94,5
131,gpt-4.1-mini,right,left,0,high,3.79,5
132,gpt-4.1-mini,right,left,0,high,4.71,5
133,gpt-4.1-mini,right,left,0,high,5.73,5
134,gpt-4.1-mini,right,left,0,high,4.87,5
135,gpt-4.1-mini,right,right,1,high,5.06,5
136,gpt-4.1-mini,right,right,1,high,3.72,5
137,gpt-4.1-mini,right,right,1,high,3.33,5
138,gpt-4.1-mini,right,right,1,high,4.58,5
139,gpt-4.1-mini,right,right,1,high,2.58,5
140,gpt-4.1-mini,right,right,1,high,3.15,5
141,gpt-4.1-mini,in-front-left,right,0,high,8.46,5
142,gpt-4.1-mini,in-front-left,incorrect prompt,0,high,3.79,5
143,gpt-4.1-mini,in-front-left,right,0,high,5.11,5
144,gpt-4.1-mini,in-front-left,right,0,high,6.14,5
145,gpt-4.1-mini,in-front-left,left,0,high,2.22,5
146,gpt-4.1-mini,in-front-left,incorrect prompt,0,high,1.58,5
147,gpt-4.1-mini,in-front-left,left,0,high,4.60,5
148,gpt-4.1-mini,in-front-left,left,0,high,6.14,5
149,gpt-4.1-mini,in-front-left,right,0,high,3.04,5
150,gpt-4.1-mini,in-front-left,incorrect prompt,0,high,4.15,5
151,gpt-4.1-mini,in-front-left,right,0,high,5.39,5
152,gpt-4.1-mini,in-front-left,right,0,high,6.87,5
153,gpt-4.1-mini,in-front-left,behind,0,high,5.25,5
154,gpt-4.1-mini,in-front-left,right,0,high,6.84,5
155,gpt-4.1-mini,in-front-left,right,0,high,3.26,5
156,gpt-4.1-mini,in-front-left,incorrect prompt,0,high,2.36,5
157,gpt-4.1-mini,in-front-left,right,0,high,4.64,5
158,gpt-4.1-mini,in-front-left,behind,0,high,4.86,5
159,gpt-4.1-mini,in-front-left,left,0,high,6.92,5
160,gpt-4.1-mini,in-front-left,incorrect prompt,0,high,3.83,5
