prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
1,gpt-4.1,right,in-front,0,low,1.73,5
2,gpt-4.1,right,in-front,0,low,4.63,5
3,gpt-4.1,right,in-front,0,low,3.11,5
4,gpt-4.1,right,in-front,0,low,2.97,5
5,gpt-4.1,right,right,1,low,1.74,5
6,gpt-4.1,right,in-front,0,low,3.18,5
7,gpt-4.1,right,left,0,low,3.31,5
8,gpt-4.1,right,in-front,0,low,4.47,5
9,gpt-4.1,right,in-front,0,low,2.65,5
10,gpt-4.1,right,in-front,0,low,2.98,5
11,gpt-4.1,right,right,1,low,2.99,5
12,gpt-4.1,right,in-front,0,low,3.90,5
13,gpt-4.1,right,in-front,0,low,1.82,5
14,gpt-4.1,right,right,1,low,2.16,5
15,gpt-4.1,right,left,0,low,3.67,5
16,gpt-4.1,right,in-front,0,low,2.72,5
17,gpt-4.1,right,in-front,0,low,2.35,5
18,gpt-4.1,right,in-front,0,low,2.42,5
19,gpt-4.1,right,in-front,0,low,2.66,5
20,gpt-4.1,right,in-front,0,low,3.91,5
21,gpt-4.1,behind-right,right,0,low,3.06,5
22,gpt-4.1,behind-right,in-front,0,low,2.36,5
23,gpt-4.1,behind-right,right,0,low,3.40,5
24,gpt-4.1,behind-right,in-front,0,low,3.88,5
25,gpt-4.1,behind-right,left,0,low,2.86,5
26,gpt-4.1,behind-right,in-front,0,low,4.81,5
27,gpt-4.1,behind-right,in-front,0,low,2.68,5
28,gpt-4.1,behind-right,right,0,low,3.06,5
29,gpt-4.1,behind-right,right,0,low,3.05,5
30,gpt-4.1,behind-right,left,0,low,4.75,5
31,gpt-4.1,behind-right,left,0,low,2.04,5
32,gpt-4.1,behind-right,left,0,low,6.46,5
33,gpt-4.1,behind-right,right,0,low,2.56,5
34,gpt-4.1,behind-right,in-front,0,low,4.01,5
35,gpt-4.1,behind-right,in-front,0,low,5.63,5
36,gpt-4.1,behind-right,in-front,0,low,4.38,5
37,gpt-4.1,behind-right,in-front,0,low,5.01,5
38,gpt-4.1,behind-right,right,0,low,2.36,5
39,gpt-4.1,behind-right,right,0,low,2.27,5
40,gpt-4.1,behind-right,in-front,0,low,3.78,5
41,gpt-4.1,in-front-left,in-front,0,low,2.42,5
42,gpt-4.1,in-front-left,in-front,0,low,2.32,5
43,gpt-4.1,in-front-left,in-front,0,low,2.80,5
44,gpt-4.1,in-front-left,behind,0,low,2.40,5
45,gpt-4.1,in-front-left,in-front,0,low,3.60,5
46,gpt-4.1,in-front-left,left,0,low,1.82,5
47,gpt-4.1,in-front-left,in-front,0,low,3.18,5
48,gpt-4.1,in-front-left,in-front,0,low,3.69,5
49,gpt-4.1,in-front-left,right,0,low,2.87,5
50,gpt-4.1,in-front-left,left,0,low,3.80,5
51,gpt-4.1,in-front-left,in-front,0,low,2.83,5
52,gpt-4.1,in-front-left,in-front,0,low,1.77,5
53,gpt-4.1,in-front-left,in-front,0,low,3.49,5
54,gpt-4.1,in-front-left,in-front,0,low,3.53,5
55,gpt-4.1,in-front-left,in-front,0,low,2.26,5
56,gpt-4.1,in-front-left,left,0,low,5.88,5
57,gpt-4.1,in-front-left,in-front,0,low,2.74,5
58,gpt-4.1,in-front-left,right,0,low,3.98,5
59,gpt-4.1,in-front-left,in-front,0,low,4.64,5
60,gpt-4.1,in-front-left,left,0,low,3.39,5
61,gpt-4.1,in-front,right,0,low,4.91,5
62,gpt-4.1,in-front,in-front,1,low,3.76,5
63,gpt-4.1,in-front,in-front,1,low,3.00,5
64,gpt-4.1,in-front,in-front,1,low,2.05,5
65,gpt-4.1,in-front,in-front,1,low,3.21,5
66,gpt-4.1,in-front,in-front,1,low,3.31,5
67,gpt-4.1,in-front,in-front,1,low,2.21,5
68,gpt-4.1,in-front,in-front,1,low,3.46,5
69,gpt-4.1,in-front,right,0,low,1.94,5
70,gpt-4.1,in-front,in-front,1,low,2.12,5
71,gpt-4.1,in-front,right,0,low,1.54,5
72,gpt-4.1,in-front,in-front,1,low,2.94,5
73,gpt-4.1,in-front,left,0,low,3.02,5
74,gpt-4.1,in-front,in-front,1,low,1.17,5
75,gpt-4.1,in-front,in-front,1,low,2.34,5
76,gpt-4.1,in-front,left,0,low,5.95,5
77,gpt-4.1,in-front,in-front,1,low,3.06,5
78,gpt-4.1,in-front,left,0,low,2.04,5
79,gpt-4.1,in-front,in-front,1,low,1.54,5
80,gpt-4.1,in-front,in-front,1,low,1.96,5
81,gpt-4.1,left,in-front,0,low,4.51,5
82,gpt-4.1,left,in-front,0,low,4.28,5
83,gpt-4.1,left,in-front,0,low,3.14,5
84,gpt-4.1,left,in-front,0,low,1.85,5
85,gpt-4.1,left,left,1,low,2.41,5
86,gpt-4.1,left,in-front,0,low,2.13,5
87,gpt-4.1,left,in-front,0,low,3.11,5
88,gpt-4.1,left,in-front,0,low,1.31,5
89,gpt-4.1,left,left,1,low,2.36,5
90,gpt-4.1,left,in-front,0,low,2.60,5
91,gpt-4.1,left,left,1,low,1.62,5
92,gpt-4.1,left,right,0,low,3.03,5
93,gpt-4.1,left,in-front,0,low,2.53,5
94,gpt-4.1,left,in-front,0,low,2.12,5
95,gpt-4.1,left,left,1,low,1.54,5
96,gpt-4.1,left,in-front,0,low,3.71,5
97,gpt-4.1,left,in-front,0,low,2.33,5
98,gpt-4.1,left,in-front,0,low,4.20,5
99,gpt-4.1,left,in-front,0,low,3.99,5
100,gpt-4.1,left,in-front,0,low,2.78,5
101,gpt-4.1,behind,left,0,low,1.73,5
102,gpt-4.1,behind,in-front,0,low,3.35,5
103,gpt-4.1,behind,in-front,0,low,2.77,5
104,gpt-4.1,behind,left,0,low,1.99,5
105,gpt-4.1,behind,left,0,low,2.52,5
106,gpt-4.1,behind,in-front,0,low,2.38,5
107,gpt-4.1,behind,in-front,0,low,2.89,5
108,gpt-4.1,behind,right,0,low,1.54,5
109,gpt-4.1,behind,in-front,0,low,3.70,5
110,gpt-4.1,behind,in-front,0,low,2.36,5
111,gpt-4.1,behind,in-front,0,low,1.62,5
112,gpt-4.1,behind,in-front,0,low,2.62,5
113,gpt-4.1,behind,in-front,0,low,2.31,5
114,gpt-4.1,behind,in-front,0,low,3.07,5
115,gpt-4.1,behind,in-front,0,low,2.87,5
116,gpt-4.1,behind,in-front,0,low,3.17,5
117,gpt-4.1,behind,right,0,low,2.73,5
118,gpt-4.1,behind,in-front,0,low,1.77,5
119,gpt-4.1,behind,left,0,low,3.50,5
