prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
1,deepSeek-v3,right,right,1,low,3.59,5
2,deepSeek-v3,right,in-front,0,low,7.14,5
3,deepSeek-v3,right,in-front,0,low,6.77,5
4,deepSeek-v3,right,in-front,0,low,7.17,5
5,deepSeek-v3,right,right,1,low,3.81,5
6,deepSeek-v3,right,in-front,0,low,5.58,5
7,deepSeek-v3,right,in-front,0,low,4.83,5
8,deepSeek-v3,right,in-front,0,low,5.45,5
9,deepSeek-v3,right,left,0,low,6.09,5
10,deepSeek-v3,right,in-front,0,low,4.44,5
11,deepSeek-v3,right,in-front,0,low,4.98,5
12,deepSeek-v3,right,in-front,0,low,4.67,5
13,deepSeek-v3,right,in-front,0,low,4.68,5
14,deepSeek-v3,right,right,1,low,17.79,5
15,deepSeek-v3,right,in-front,0,low,5.65,5
16,deepSeek-v3,right,right,1,low,8.13,5
17,deepSeek-v3,right,in-front,0,low,5.75,5
18,deepSeek-v3,right,in-front,0,low,4.59,5
19,deepSeek-v3,right,left,0,low,27.90,5
20,deepSeek-v3,right,left,0,low,6.40,5
21,deepSeek-v3,behind-right,behind,0,low,5.30,5
22,deepSeek-v3,behind-right,in-front,0,low,25.04,5
23,deepSeek-v3,behind-right,in-front,0,low,27.29,5
24,deepSeek-v3,behind-right,behind,0,low,29.35,5
25,deepSeek-v3,behind-right,in-front,0,low,4.64,5
26,deepSeek-v3,behind-right,right,0,low,29.51,5
27,deepSeek-v3,behind-right,in-front,0,low,4.43,5
28,deepSeek-v3,behind-right,in-front,0,low,9.32,5
29,deepSeek-v3,behind-right,in-front,0,low,7.35,5
30,deepSeek-v3,behind-right,right,0,low,8.35,5
31,deepSeek-v3,behind-right,left,0,low,10.54,5
32,deepSeek-v3,behind-right,behind,0,low,9.32,5
33,deepSeek-v3,behind-right,left,0,low,5.66,5
34,deepSeek-v3,behind-right,left,0,low,8.60,5
35,deepSeek-v3,behind-right,in-front,0,low,4.80,5
36,deepSeek-v3,behind-right,in-front,0,low,7.61,5
37,deepSeek-v3,behind-right,left,0,low,4.95,5
38,deepSeek-v3,behind-right,right,0,low,7.08,5
39,deepSeek-v3,behind-right,right,0,low,6.76,5
